country,cum.deaths,date.POSIXct
World,1369,2020-02-13T07:00:00Z
Countries,2,2020-02-13T07:00:00Z
China,1368,2020-02-13T07:00:00Z
Philippines,1,2020-02-13T07:00:00Z
World,1383,2020-02-14T07:00:00Z
Countries,3,2020-02-14T07:00:00Z
China,1381,2020-02-14T07:00:00Z
Philippines,1,2020-02-14T07:00:00Z
Japan,1,2020-02-14T07:00:00Z
World,1526,2020-02-15T07:00:00Z
Countries,3,2020-02-15T07:00:00Z
China,1524,2020-02-15T07:00:00Z
Japan,1,2020-02-15T07:00:00Z
Philippines,1,2020-02-15T07:00:00Z
World,1669,2020-02-16T07:00:00Z
Countries,4,2020-02-16T07:00:00Z
China,1666,2020-02-16T07:00:00Z
Japan,1,2020-02-16T07:00:00Z
France,1,2020-02-16T07:00:00Z
Philippines,1,2020-02-16T07:00:00Z
World,1775,2020-02-17T07:00:00Z
Countries,4,2020-02-17T07:00:00Z
China,1772,2020-02-17T07:00:00Z
Japan,1,2020-02-17T07:00:00Z
France,1,2020-02-17T07:00:00Z
Philippines,1,2020-02-17T07:00:00Z
World,1873,2020-02-18T07:00:00Z
Countries,4,2020-02-18T07:00:00Z
China,1870,2020-02-18T07:00:00Z
Japan,1,2020-02-18T07:00:00Z
France,1,2020-02-18T07:00:00Z
Philippines,1,2020-02-18T07:00:00Z
World,2009,2020-02-19T07:00:00Z
Countries,4,2020-02-19T07:00:00Z
China,2006,2020-02-19T07:00:00Z
Japan,1,2020-02-19T07:00:00Z
France,1,2020-02-19T07:00:00Z
Philippines,1,2020-02-19T07:00:00Z
World,2129,2020-02-20T07:00:00Z
Countries,7,2020-02-20T07:00:00Z
China,2121,2020-02-20T07:00:00Z
Iran,2,2020-02-20T07:00:00Z
South Korea,1,2020-02-20T07:00:00Z
International conveyance,2,2020-02-20T07:00:00Z
Japan,1,2020-02-20T07:00:00Z
France,1,2020-02-20T07:00:00Z
Philippines,1,2020-02-20T07:00:00Z
World,2247,2020-02-21T07:00:00Z
Countries,7,2020-02-21T07:00:00Z
China,2239,2020-02-21T07:00:00Z
Iran,2,2020-02-21T07:00:00Z
South Korea,1,2020-02-21T07:00:00Z
International conveyance,2,2020-02-21T07:00:00Z
Japan,1,2020-02-21T07:00:00Z
France,1,2020-02-21T07:00:00Z
Philippines,1,2020-02-21T07:00:00Z
World,2359,2020-02-22T07:00:00Z
Countries,7,2020-02-22T07:00:00Z
China,2348,2020-02-22T07:00:00Z
Iran,4,2020-02-22T07:00:00Z
South Korea,2,2020-02-22T07:00:00Z
International conveyance,2,2020-02-22T07:00:00Z
Japan,1,2020-02-22T07:00:00Z
France,1,2020-02-22T07:00:00Z
Philippines,1,2020-02-22T07:00:00Z
World,2462,2020-02-23T07:00:00Z
Countries,8,2020-02-23T07:00:00Z
China,2445,2020-02-23T07:00:00Z
Iran,5,2020-02-23T07:00:00Z
Italy,2,2020-02-23T07:00:00Z
South Korea,5,2020-02-23T07:00:00Z
International conveyance,2,2020-02-23T07:00:00Z
Japan,1,2020-02-23T07:00:00Z
France,1,2020-02-23T07:00:00Z
Philippines,1,2020-02-23T07:00:00Z
World,2618,2020-02-24T07:00:00Z
Countries,8,2020-02-24T07:00:00Z
China,2595,2020-02-24T07:00:00Z
Iran,8,2020-02-24T07:00:00Z
Italy,2,2020-02-24T07:00:00Z
South Korea,7,2020-02-24T07:00:00Z
International conveyance,3,2020-02-24T07:00:00Z
Japan,1,2020-02-24T07:00:00Z
France,1,2020-02-24T07:00:00Z
Philippines,1,2020-02-24T07:00:00Z
World,2700,2020-02-25T07:00:00Z
Countries,8,2020-02-25T07:00:00Z
China,2666,2020-02-25T07:00:00Z
Iran,12,2020-02-25T07:00:00Z
Italy,6,2020-02-25T07:00:00Z
South Korea,10,2020-02-25T07:00:00Z
International conveyance,3,2020-02-25T07:00:00Z
Japan,1,2020-02-25T07:00:00Z
France,1,2020-02-25T07:00:00Z
Philippines,1,2020-02-25T07:00:00Z
World,2762,2020-02-26T07:00:00Z
Countries,8,2020-02-26T07:00:00Z
China,2718,2020-02-26T07:00:00Z
Iran,15,2020-02-26T07:00:00Z
Italy,11,2020-02-26T07:00:00Z
South Korea,12,2020-02-26T07:00:00Z
International conveyance,3,2020-02-26T07:00:00Z
Japan,1,2020-02-26T07:00:00Z
France,1,2020-02-26T07:00:00Z
Philippines,1,2020-02-26T07:00:00Z
World,2804,2020-02-27T07:00:00Z
Countries,8,2020-02-27T07:00:00Z
China,2747,2020-02-27T07:00:00Z
Iran,22,2020-02-27T07:00:00Z
Italy,12,2020-02-27T07:00:00Z
South Korea,13,2020-02-27T07:00:00Z
International conveyance,4,2020-02-27T07:00:00Z
Japan,3,2020-02-27T07:00:00Z
France,2,2020-02-27T07:00:00Z
Philippines,1,2020-02-27T07:00:00Z
World,2858,2020-02-28T07:00:00Z
Countries,8,2020-02-28T07:00:00Z
China,2791,2020-02-28T07:00:00Z
Iran,26,2020-02-28T07:00:00Z
Italy,17,2020-02-28T07:00:00Z
South Korea,13,2020-02-28T07:00:00Z
International conveyance,4,2020-02-28T07:00:00Z
Japan,4,2020-02-28T07:00:00Z
France,2,2020-02-28T07:00:00Z
Philippines,1,2020-02-28T07:00:00Z
World,2924,2020-02-29T07:00:00Z
Countries,8,2020-02-29T07:00:00Z
China,2838,2020-02-29T07:00:00Z
Iran,34,2020-02-29T07:00:00Z
Italy,21,2020-02-29T07:00:00Z
South Korea,17,2020-02-29T07:00:00Z
International conveyance,6,2020-02-29T07:00:00Z
Japan,5,2020-02-29T07:00:00Z
France,2,2020-02-29T07:00:00Z
Philippines,1,2020-02-29T07:00:00Z
World,2977,2020-03-01T07:00:00Z
Countries,8,2020-03-01T07:00:00Z
China,2873,2020-03-01T07:00:00Z
Italy,29,2020-03-01T07:00:00Z
Iran,43,2020-03-01T07:00:00Z
France,2,2020-03-01T07:00:00Z
South Korea,18,2020-03-01T07:00:00Z
Japan,5,2020-03-01T07:00:00Z
International conveyance,6,2020-03-01T07:00:00Z
Philippines,1,2020-03-01T07:00:00Z
World,3043,2020-03-02T07:00:00Z
Countries,10,2020-03-02T07:00:00Z
China,2915,2020-03-02T07:00:00Z
Italy,35,2020-03-02T07:00:00Z
Iran,54,2020-03-02T07:00:00Z
France,2,2020-03-02T07:00:00Z
South Korea,22,2020-03-02T07:00:00Z
Japan,6,2020-03-02T07:00:00Z
International conveyance,6,2020-03-02T07:00:00Z
Philippines,1,2020-03-02T07:00:00Z
Australia,1,2020-03-02T07:00:00Z
Thailand,1,2020-03-02T07:00:00Z
World,3112,2020-03-03T07:00:00Z
Countries,11,2020-03-03T07:00:00Z
China,2946,2020-03-03T07:00:00Z
Italy,52,2020-03-03T07:00:00Z
Iran,66,2020-03-03T07:00:00Z
France,3,2020-03-03T07:00:00Z
South Korea,28,2020-03-03T07:00:00Z
USA,2,2020-03-03T07:00:00Z
Japan,6,2020-03-03T07:00:00Z
International conveyance,6,2020-03-03T07:00:00Z
Philippines,1,2020-03-03T07:00:00Z
Australia,1,2020-03-03T07:00:00Z
Thailand,1,2020-03-03T07:00:00Z
World,3198,2020-03-04T07:00:00Z
Countries,11,2020-03-04T07:00:00Z
China,2984,2020-03-04T07:00:00Z
Italy,80,2020-03-04T07:00:00Z
Iran,77,2020-03-04T07:00:00Z
France,4,2020-03-04T07:00:00Z
South Korea,32,2020-03-04T07:00:00Z
USA,6,2020-03-04T07:00:00Z
Japan,6,2020-03-04T07:00:00Z
International conveyance,6,2020-03-04T07:00:00Z
Philippines,1,2020-03-04T07:00:00Z
Australia,1,2020-03-04T07:00:00Z
Thailand,1,2020-03-04T07:00:00Z
World,3281,2020-03-05T07:00:00Z
Countries,13,2020-03-05T07:00:00Z
China,3015,2020-03-05T07:00:00Z
Italy,107,2020-03-05T07:00:00Z
Iran,92,2020-03-05T07:00:00Z
Spain,1,2020-03-05T07:00:00Z
France,4,2020-03-05T07:00:00Z
South Korea,35,2020-03-05T07:00:00Z
USA,9,2020-03-05T07:00:00Z
Japan,6,2020-03-05T07:00:00Z
Iraq,2,2020-03-05T07:00:00Z
International conveyance,6,2020-03-05T07:00:00Z
Philippines,1,2020-03-05T07:00:00Z
Australia,2,2020-03-05T07:00:00Z
Thailand,1,2020-03-05T07:00:00Z
World,3380,2020-03-06T07:00:00Z
Countries,14,2020-03-06T07:00:00Z
China,3045,2020-03-06T07:00:00Z
Italy,148,2020-03-06T07:00:00Z
Iran,107,2020-03-06T07:00:00Z
Spain,3,2020-03-06T07:00:00Z
France,6,2020-03-06T07:00:00Z
South Korea,42,2020-03-06T07:00:00Z
USA,10,2020-03-06T07:00:00Z
Japan,6,2020-03-06T07:00:00Z
Switzerland,1,2020-03-06T07:00:00Z
Iraq,2,2020-03-06T07:00:00Z
International conveyance,6,2020-03-06T07:00:00Z
Philippines,1,2020-03-06T07:00:00Z
Australia,2,2020-03-06T07:00:00Z
Thailand,1,2020-03-06T07:00:00Z
World,3486,2020-03-07T07:00:00Z
Countries,16,2020-03-07T07:00:00Z
China,3073,2020-03-07T07:00:00Z
Italy,197,2020-03-07T07:00:00Z
Iran,124,2020-03-07T07:00:00Z
Spain,5,2020-03-07T07:00:00Z
France,9,2020-03-07T07:00:00Z
South Korea,44,2020-03-07T07:00:00Z
USA,11,2020-03-07T07:00:00Z
Japan,6,2020-03-07T07:00:00Z
UK,1,2020-03-07T07:00:00Z
Netherlands,1,2020-03-07T07:00:00Z
Switzerland,1,2020-03-07T07:00:00Z
Iraq,4,2020-03-07T07:00:00Z
International conveyance,6,2020-03-07T07:00:00Z
Philippines,1,2020-03-07T07:00:00Z
Australia,2,2020-03-07T07:00:00Z
Thailand,1,2020-03-07T07:00:00Z
World,3584,2020-03-08T07:00:00Z
Countries,18,2020-03-08T07:00:00Z
China,3100,2020-03-08T07:00:00Z
Italy,234,2020-03-08T07:00:00Z
Iran,145,2020-03-08T07:00:00Z
Spain,5,2020-03-08T07:00:00Z
France,10,2020-03-08T07:00:00Z
South Korea,50,2020-03-08T07:00:00Z
USA,11,2020-03-08T07:00:00Z
Japan,6,2020-03-08T07:00:00Z
UK,2,2020-03-08T07:00:00Z
Netherlands,1,2020-03-08T07:00:00Z
Switzerland,2,2020-03-08T07:00:00Z
Iraq,4,2020-03-08T07:00:00Z
International conveyance,7,2020-03-08T07:00:00Z
Philippines,1,2020-03-08T07:00:00Z
San Marino,1,2020-03-08T07:00:00Z
Australia,3,2020-03-08T07:00:00Z
Argentina,1,2020-03-08T07:00:00Z
Thailand,1,2020-03-08T07:00:00Z
World,3809,2020-03-09T07:00:00Z
Countries,19,2020-03-09T07:00:00Z
China,3123,2020-03-09T07:00:00Z
Italy,366,2020-03-09T07:00:00Z
Iran,194,2020-03-09T07:00:00Z
Spain,10,2020-03-09T07:00:00Z
France,19,2020-03-09T07:00:00Z
South Korea,51,2020-03-09T07:00:00Z
USA,11,2020-03-09T07:00:00Z
Japan,7,2020-03-09T07:00:00Z
UK,2,2020-03-09T07:00:00Z
Netherlands,3,2020-03-09T07:00:00Z
Switzerland,2,2020-03-09T07:00:00Z
Iraq,6,2020-03-09T07:00:00Z
International conveyance,7,2020-03-09T07:00:00Z
Philippines,1,2020-03-09T07:00:00Z
San Marino,1,2020-03-09T07:00:00Z
Australia,3,2020-03-09T07:00:00Z
Argentina,1,2020-03-09T07:00:00Z
Egypt,1,2020-03-09T07:00:00Z
Thailand,1,2020-03-09T07:00:00Z
World,4012,2020-03-10T07:00:00Z
Countries,20,2020-03-10T07:00:00Z
China,3140,2020-03-10T07:00:00Z
Italy,463,2020-03-10T07:00:00Z
Iran,237,2020-03-10T07:00:00Z
Spain,28,2020-03-10T07:00:00Z
France,30,2020-03-10T07:00:00Z
South Korea,54,2020-03-10T07:00:00Z
USA,19,2020-03-10T07:00:00Z
Japan,9,2020-03-10T07:00:00Z
UK,3,2020-03-10T07:00:00Z
Netherlands,3,2020-03-10T07:00:00Z
Switzerland,2,2020-03-10T07:00:00Z
Iraq,6,2020-03-10T07:00:00Z
Germany,2,2020-03-10T07:00:00Z
International conveyance,7,2020-03-10T07:00:00Z
Philippines,1,2020-03-10T07:00:00Z
San Marino,2,2020-03-10T07:00:00Z
Australia,3,2020-03-10T07:00:00Z
Argentina,1,2020-03-10T07:00:00Z
Egypt,1,2020-03-10T07:00:00Z
Thailand,1,2020-03-10T07:00:00Z
World,4292,2020-03-11T07:00:00Z
Countries,25,2020-03-11T07:00:00Z
China,3162,2020-03-11T07:00:00Z
Italy,631,2020-03-11T07:00:00Z
Iran,291,2020-03-11T07:00:00Z
Spain,36,2020-03-11T07:00:00Z
France,33,2020-03-11T07:00:00Z
South Korea,60,2020-03-11T07:00:00Z
USA,25,2020-03-11T07:00:00Z
Japan,12,2020-03-11T07:00:00Z
UK,6,2020-03-11T07:00:00Z
Netherlands,4,2020-03-11T07:00:00Z
Switzerland,3,2020-03-11T07:00:00Z
Iraq,6,2020-03-11T07:00:00Z
Germany,2,2020-03-11T07:00:00Z
International conveyance,7,2020-03-11T07:00:00Z
Philippines,1,2020-03-11T07:00:00Z
San Marino,2,2020-03-11T07:00:00Z
Indonesia,1,2020-03-11T07:00:00Z
Australia,3,2020-03-11T07:00:00Z
Lebanon,1,2020-03-11T07:00:00Z
Argentina,1,2020-03-11T07:00:00Z
Egypt,1,2020-03-11T07:00:00Z
Thailand,1,2020-03-11T07:00:00Z
Canada,1,2020-03-11T07:00:00Z
Morocco,1,2020-03-11T07:00:00Z
Panama,1,2020-03-11T07:00:00Z
World,4613,2020-03-12T07:00:00Z
Countries,29,2020-03-12T07:00:00Z
China,3173,2020-03-12T07:00:00Z
Italy,827,2020-03-12T07:00:00Z
Iran,354,2020-03-12T07:00:00Z
Spain,48,2020-03-12T07:00:00Z
France,48,2020-03-12T07:00:00Z
South Korea,66,2020-03-12T07:00:00Z
USA,29,2020-03-12T07:00:00Z
Japan,15,2020-03-12T07:00:00Z
UK,6,2020-03-12T07:00:00Z
Netherlands,5,2020-03-12T07:00:00Z
Switzerland,4,2020-03-12T07:00:00Z
Iraq,7,2020-03-12T07:00:00Z
Germany,3,2020-03-12T07:00:00Z
International conveyance,7,2020-03-12T07:00:00Z
Philippines,2,2020-03-12T07:00:00Z
San Marino,2,2020-03-12T07:00:00Z
Indonesia,1,2020-03-12T07:00:00Z
Australia,3,2020-03-12T07:00:00Z
Lebanon,3,2020-03-12T07:00:00Z
Algeria,1,2020-03-12T07:00:00Z
Argentina,1,2020-03-12T07:00:00Z
Egypt,1,2020-03-12T07:00:00Z
Bulgaria,1,2020-03-12T07:00:00Z
Greece,1,2020-03-12T07:00:00Z
Ireland,1,2020-03-12T07:00:00Z
Thailand,1,2020-03-12T07:00:00Z
Canada,1,2020-03-12T07:00:00Z
Morocco,1,2020-03-12T07:00:00Z
Panama,1,2020-03-12T07:00:00Z
World,4955,2020-03-13T07:00:00Z
Countries,33,2020-03-13T07:00:00Z
China,3180,2020-03-13T07:00:00Z
Italy,1016,2020-03-13T07:00:00Z
Iran,429,2020-03-13T07:00:00Z
Spain,84,2020-03-13T07:00:00Z
France,61,2020-03-13T07:00:00Z
South Korea,66,2020-03-13T07:00:00Z
USA,36,2020-03-13T07:00:00Z
Japan,19,2020-03-13T07:00:00Z
UK,8,2020-03-13T07:00:00Z
Netherlands,5,2020-03-13T07:00:00Z
Switzerland,6,2020-03-13T07:00:00Z
Iraq,7,2020-03-13T07:00:00Z
Germany,6,2020-03-13T07:00:00Z
International conveyance,7,2020-03-13T07:00:00Z
Philippines,2,2020-03-13T07:00:00Z
San Marino,2,2020-03-13T07:00:00Z
Indonesia,1,2020-03-13T07:00:00Z
Australia,3,2020-03-13T07:00:00Z
Lebanon,3,2020-03-13T07:00:00Z
Algeria,1,2020-03-13T07:00:00Z
Poland,1,2020-03-13T07:00:00Z
Argentina,1,2020-03-13T07:00:00Z
Egypt,1,2020-03-13T07:00:00Z
Bulgaria,1,2020-03-13T07:00:00Z
Greece,1,2020-03-13T07:00:00Z
Ireland,1,2020-03-13T07:00:00Z
India,1,2020-03-13T07:00:00Z
Thailand,1,2020-03-13T07:00:00Z
Canada,1,2020-03-13T07:00:00Z
Morocco,1,2020-03-13T07:00:00Z
Panama,1,2020-03-13T07:00:00Z
Austria,1,2020-03-13T07:00:00Z
Guyana,1,2020-03-13T07:00:00Z
World,5392,2020-03-14T07:00:00Z
Countries,37,2020-03-14T07:00:00Z
China,3194,2020-03-14T07:00:00Z
Italy,1268,2020-03-14T07:00:00Z
Iran,514,2020-03-14T07:00:00Z
Spain,120,2020-03-14T07:00:00Z
France,79,2020-03-14T07:00:00Z
South Korea,72,2020-03-14T07:00:00Z
USA,41,2020-03-14T07:00:00Z
Japan,21,2020-03-14T07:00:00Z
UK,10,2020-03-14T07:00:00Z
Netherlands,10,2020-03-14T07:00:00Z
Switzerland,6,2020-03-14T07:00:00Z
Iraq,9,2020-03-14T07:00:00Z
Germany,6,2020-03-14T07:00:00Z
International conveyance,7,2020-03-14T07:00:00Z
Philippines,2,2020-03-14T07:00:00Z
San Marino,2,2020-03-14T07:00:00Z
Indonesia,3,2020-03-14T07:00:00Z
Australia,3,2020-03-14T07:00:00Z
Lebanon,3,2020-03-14T07:00:00Z
Algeria,2,2020-03-14T07:00:00Z
Poland,1,2020-03-14T07:00:00Z
Argentina,2,2020-03-14T07:00:00Z
Egypt,2,2020-03-14T07:00:00Z
Bulgaria,1,2020-03-14T07:00:00Z
Greece,1,2020-03-14T07:00:00Z
Ireland,1,2020-03-14T07:00:00Z
India,2,2020-03-14T07:00:00Z
Thailand,1,2020-03-14T07:00:00Z
Canada,1,2020-03-14T07:00:00Z
Morocco,1,2020-03-14T07:00:00Z
Panama,1,2020-03-14T07:00:00Z
Austria,1,2020-03-14T07:00:00Z
Guyana,1,2020-03-14T07:00:00Z
Albania,1,2020-03-14T07:00:00Z
Luxembourg,1,2020-03-14T07:00:00Z
Norway,1,2020-03-14T07:00:00Z
Ukraine,1,2020-03-14T07:00:00Z
World,5735,2020-03-15T07:00:00Z
Countries,37,2020-03-15T07:00:00Z
China,3204,2020-03-15T07:00:00Z
Italy,1441,2020-03-15T07:00:00Z
Iran,608,2020-03-15T07:00:00Z
Spain,136,2020-03-15T07:00:00Z
France,91,2020-03-15T07:00:00Z
South Korea,75,2020-03-15T07:00:00Z
USA,41,2020-03-15T07:00:00Z
Japan,22,2020-03-15T07:00:00Z
UK,21,2020-03-15T07:00:00Z
Netherlands,12,2020-03-15T07:00:00Z
Switzerland,11,2020-03-15T07:00:00Z
Iraq,9,2020-03-15T07:00:00Z
Germany,8,2020-03-15T07:00:00Z
International conveyance,7,2020-03-15T07:00:00Z
Philippines,6,2020-03-15T07:00:00Z
San Marino,5,2020-03-15T07:00:00Z
Indonesia,4,2020-03-15T07:00:00Z
Australia,3,2020-03-15T07:00:00Z
Lebanon,3,2020-03-15T07:00:00Z
Algeria,3,2020-03-15T07:00:00Z
Poland,3,2020-03-15T07:00:00Z
Argentina,2,2020-03-15T07:00:00Z
Egypt,2,2020-03-15T07:00:00Z
Bulgaria,2,2020-03-15T07:00:00Z
Greece,2,2020-03-15T07:00:00Z
Ireland,2,2020-03-15T07:00:00Z
India,2,2020-03-15T07:00:00Z
Thailand,1,2020-03-15T07:00:00Z
Canada,1,2020-03-15T07:00:00Z
Morocco,1,2020-03-15T07:00:00Z
Panama,1,2020-03-15T07:00:00Z
Austria,1,2020-03-15T07:00:00Z
Guyana,1,2020-03-15T07:00:00Z
Albania,1,2020-03-15T07:00:00Z
Luxembourg,1,2020-03-15T07:00:00Z
Norway,1,2020-03-15T07:00:00Z
Ukraine,1,2020-03-15T07:00:00Z
World,6606,2020-03-16T07:00:00Z
Total countries/territories/areas,45,2020-03-16T07:00:00Z
Italy,1809,2020-03-16T07:00:00Z
Spain,288,2020-03-16T07:00:00Z
China,3218,2020-03-16T07:00:00Z
France,127,2020-03-16T07:00:00Z
Iran,853,2020-03-16T07:00:00Z
USA,41,2020-03-16T07:00:00Z
UK,35,2020-03-16T07:00:00Z
Netherlands,20,2020-03-16T07:00:00Z
Germany,12,2020-03-16T07:00:00Z
Belgium,5,2020-03-16T07:00:00Z
Switzerland,13,2020-03-16T07:00:00Z
South Korea,75,2020-03-16T07:00:00Z
Sweden,3,2020-03-16T07:00:00Z
Indonesia,4,2020-03-16T07:00:00Z
Austria,1,2020-03-16T07:00:00Z
Philippines,12,2020-03-16T07:00:00Z
Denmark,1,2020-03-16T07:00:00Z
Canada,1,2020-03-16T07:00:00Z
Ecuador,2,2020-03-16T07:00:00Z
Japan,24,2020-03-16T07:00:00Z
Ireland,2,2020-03-16T07:00:00Z
Iraq,9,2020-03-16T07:00:00Z
Greece,4,2020-03-16T07:00:00Z
Egypt,2,2020-03-16T07:00:00Z
Morocco,1,2020-03-16T07:00:00Z
Algeria,3,2020-03-16T07:00:00Z
Poland,3,2020-03-16T07:00:00Z
India,2,2020-03-16T07:00:00Z
Norway,1,2020-03-16T07:00:00Z
San Marino,5,2020-03-16T07:00:00Z
Panama,1,2020-03-16T07:00:00Z
Luxembourg,1,2020-03-16T07:00:00Z
Argentina,2,2020-03-16T07:00:00Z
Australia,5,2020-03-16T07:00:00Z
Hungary,1,2020-03-16T07:00:00Z
Ukraine,1,2020-03-16T07:00:00Z
Lebanon,3,2020-03-16T07:00:00Z
Albania,1,2020-03-16T07:00:00Z
Thailand,1,2020-03-16T07:00:00Z
Bulgaria,2,2020-03-16T07:00:00Z
International conveyance,7,2020-03-16T07:00:00Z
Bahrain,1,2020-03-16T07:00:00Z
Sudan,1,2020-03-16T07:00:00Z
Guyana,1,2020-03-16T07:00:00Z
Cayman Islands,1,2020-03-16T07:00:00Z
Guatemala,1,2020-03-16T07:00:00Z
World,7426,2020-03-17T07:00:00Z
Total countries/territories/areas,46,2020-03-17T07:00:00Z
Italy,2503,2020-03-17T07:00:00Z
Spain,309,2020-03-17T07:00:00Z
China,3231,2020-03-17T07:00:00Z
France,148,2020-03-17T07:00:00Z
Iran,853,2020-03-17T07:00:00Z
USA,58,2020-03-17T07:00:00Z
UK,55,2020-03-17T07:00:00Z
Netherlands,24,2020-03-17T07:00:00Z
Germany,13,2020-03-17T07:00:00Z
Belgium,5,2020-03-17T07:00:00Z
Switzerland,14,2020-03-17T07:00:00Z
South Korea,81,2020-03-17T07:00:00Z
Sweden,3,2020-03-17T07:00:00Z
Indonesia,5,2020-03-17T07:00:00Z
Austria,3,2020-03-17T07:00:00Z
Philippines,12,2020-03-17T07:00:00Z
Denmark,4,2020-03-17T07:00:00Z
Canada,1,2020-03-17T07:00:00Z
Ecuador,2,2020-03-17T07:00:00Z
Japan,28,2020-03-17T07:00:00Z
Ireland,2,2020-03-17T07:00:00Z
Iraq,9,2020-03-17T07:00:00Z
Greece,4,2020-03-17T07:00:00Z
Dominican Republic,1,2020-03-17T07:00:00Z
Egypt,4,2020-03-17T07:00:00Z
Morocco,2,2020-03-17T07:00:00Z
Algeria,4,2020-03-17T07:00:00Z
Poland,3,2020-03-17T07:00:00Z
India,3,2020-03-17T07:00:00Z
Norway,3,2020-03-17T07:00:00Z
San Marino,9,2020-03-17T07:00:00Z
Panama,1,2020-03-17T07:00:00Z
Luxembourg,1,2020-03-17T07:00:00Z
Argentina,2,2020-03-17T07:00:00Z
Australia,5,2020-03-17T07:00:00Z
Hungary,1,2020-03-17T07:00:00Z
Ukraine,1,2020-03-17T07:00:00Z
Lebanon,3,2020-03-17T07:00:00Z
Albania,1,2020-03-17T07:00:00Z
Thailand,1,2020-03-17T07:00:00Z
Bulgaria,2,2020-03-17T07:00:00Z
International conveyance,7,2020-03-17T07:00:00Z
Bahrain,1,2020-03-17T07:00:00Z
Sudan,1,2020-03-17T07:00:00Z
Guyana,1,2020-03-17T07:00:00Z
Cayman Islands,1,2020-03-17T07:00:00Z
Guatemala,1,2020-03-17T07:00:00Z
World,7809,2020-03-18T07:00:00Z
Total countries/territories/areas,50,2020-03-18T07:00:00Z
Italy,2503,2020-03-18T07:00:00Z
Spain,491,2020-03-18T07:00:00Z
China,3231,2020-03-18T07:00:00Z
France,175,2020-03-18T07:00:00Z
Iran,988,2020-03-18T07:00:00Z
USA,58,2020-03-18T07:00:00Z
UK,55,2020-03-18T07:00:00Z
Netherlands,43,2020-03-18T07:00:00Z
Germany,13,2020-03-18T07:00:00Z
Belgium,14,2020-03-18T07:00:00Z
Switzerland,14,2020-03-18T07:00:00Z
Turkey,1,2020-03-18T07:00:00Z
South Korea,81,2020-03-18T07:00:00Z
Sweden,3,2020-03-18T07:00:00Z
Portugal,1,2020-03-18T07:00:00Z
Indonesia,5,2020-03-18T07:00:00Z
Austria,3,2020-03-18T07:00:00Z
Philippines,12,2020-03-18T07:00:00Z
Denmark,4,2020-03-18T07:00:00Z
Canada,1,2020-03-18T07:00:00Z
